"title","description","theme","use_case","status","disaster_cycle","technology","disaster_type","region","subregion","country","partner","un_host","data","sdg","date_of_implementation","source","img_url","id","uuid","created_at","updated_at"
"D.U.Q. Method","Analysis system to to measure the impact of decisions on forest fires","Disaster Risk Management","Disaster Relief logistic/resource allocation ","prototype","mitigation","Geographical Information Systems,Data Collection,Data Analysis","Wildfires","Americas","South America","Argentina","NASA","None","Spatial Data","SDG 15","2023","https://github.com/Maximiliano-Sotar/NASA-SPACE-APPS","https://upload.wikimedia.org/wikipedia/commons/a/a0/Space_Apps_Logo_White.png","194","94e2b9c1-a9ff-4b48-9b4c-e32f65e08105","2023-07-11T09:14:28.714411+00:00",""
"D.U.Q. Method","Analysis system to to measure the impact of decisions on forest fires","Disaster Risk Management","Disaster Relief logistic/resource allocation ","prototype","recovery","Geographical Information Systems,Data Collection,Data Analysis","Wildfires","Americas","South America","Argentina","NASA","None","Spatial Data","SDG 15","2024","https://github.com/Maximiliano-Sotar/NASA-SPACE-APPS","https://upload.wikimedia.org/wikipedia/commons/a/a0/Space_Apps_Logo_White.png","195","93e13a37-9dcf-4cd2-93f9-1091d7932bf5","2023-07-11T09:14:28.714411+00:00",""
"NOAA Climate","Provides scientific data and information about climate science, adaptation, and mitigation","Disaster Risk Management","Situational awareness/actionable information gathering","production","preparedness","Geographical Information Systems,Data Collection,Data Analysis","Various","Americas","Northern America","United States of America","Climate Program Office,the National Centers for Environmental Information,the Coastal Services Center,and the Climate Prediction Center","None","Spatial Data","SDG 13","2021","https://www.climate.gov/","https://www.climate.gov/sites/default/files/2022-10/US_outlook_October2022_precipitation_20221001.png","196","427775e6-2e4e-4beb-a074-c962cb4b39df","2023-07-11T09:14:28.714411+00:00",""
"Ushahidi Platform","Mapping platform for crowdsource information and reports of crises","Disaster Risk Management","Disaster Relief logistic/resource allocation ","production","preparedness","Artificial Intelligence,Geographical Information Systems","Various","Global","Global","Global","Bylo Chacon,Ford,Google","None","User Data","SDG 3","2008","https://www.ushahidi.com/","https://www.ushahidi.com/images/images/home-platform-devices.png?_cchid=36ada5fdd05b255880ff4d1392d3f79f","197","d9be09d4-55bc-43c4-bd20-292b7aa72476","2023-07-11T09:14:28.714411+00:00",""
"Ushahidi Platform","Mapping platform for crowdsource information and reports of crises","Disaster Risk Management","Disaster Relief logistic/resource allocation ","production","response","Artificial Intelligence,Geographical Information Systems","Various","Global","Global","Global","Bylo Chacon,Ford,Google","None","User Data","SDG 3","2009","https://www.ushahidi.com/","https://www.ushahidi.com/images/images/home-platform-devices.png?_cchid=36ada5fdd05b255880ff4d1392d3f79f","198","dcb103f5-b019-4c59-bf37-d98907e3867f","2023-07-11T09:14:28.714411+00:00",""
"Ushahidi Platform","Mapping platform for crowdsource information and reports of crises","Disaster Risk Management","Disaster Relief logistic/resource allocation ","production","mitigation","Artificial Intelligence,Geographical Information Systems","Various","Global","Global","Global","Bylo Chacon,Ford,Google","None","User Data","SDG 3","2010","https://www.ushahidi.com/","https://www.ushahidi.com/images/images/home-platform-devices.png?_cchid=36ada5fdd05b255880ff4d1392d3f79f","199","e8547e47-1bf8-424b-bdf5-93ec42f00353","2023-07-11T09:14:28.714411+00:00",""
"Ushahidi Platform","Mapping platform for crowdsource information and reports of crises","Disaster Risk Management","Disaster Relief logistic/resource allocation ","production","recovery","Artificial Intelligence,Geographical Information Systems","Various","Global","Global","Global","Bylo Chacon,Ford,Google","None","User Data","SDG 3","2011","https://www.ushahidi.com/","https://www.ushahidi.com/images/images/home-platform-devices.png?_cchid=36ada5fdd05b255880ff4d1392d3f79f","200","57c13ca9-b10a-40a9-a6eb-ffcbcca57c72","2023-07-11T09:14:28.714411+00:00",""
"WG5 Geo-AI","Interface that maps refugee camps and automatically derive locations and numbers of dwellings; automate the production of flood maps; automate damage and events detection over large geographic areas of interest","Disaster Risk Management","Situational awareness/actionable information gathering","validation","preparedness","Artificial Intelligence,Computer Vision,Data Collection","Various","Global","Global","Global","UN Open GIS Initiative,UN Global Pulse,FAO and Politecnico di Milano","UN Open GIS Initiative","Spatial Data","SDG 13,SDG 16","2020","http://unopengis.org/unopengis/pages/page01.php","https://lh3.googleusercontent.com/arfnQTkOmz2y7QskoxyiU6Do8Z8LApTYgFCAkSQyx7rbJWQdlXlUQKZIPMJFPbBWZj2VZK9gKBoOVm6HdPZ8YiupM1eC8l6iSKKDIzcHMmFiHCVhfTaNsWzo0fYGbjJCekVvSlRY","201","1acdc211-f9f8-4d32-9e00-7abc5ef79b70","2023-07-11T09:14:28.714411+00:00",""
"WG5 Geo-AI","Interface that maps refugee camps and automatically derive locations and numbers of dwellings; automate the production of flood maps; automate damage and events detection over large geographic areas of interest","Disaster Risk Management","Situational awareness/actionable information gathering","validation","response","Artificial Intelligence,Computer Vision,Data Collection","Various","Global","Global","Global","UN Open GIS Initiative,UN Global Pulse,FAO and Politecnico di Milano","UN Open GIS Initiative","Spatial Data","SDG 13,SDG 16","2021","http://unopengis.org/unopengis/pages/page01.php","https://lh3.googleusercontent.com/arfnQTkOmz2y7QskoxyiU6Do8Z8LApTYgFCAkSQyx7rbJWQdlXlUQKZIPMJFPbBWZj2VZK9gKBoOVm6HdPZ8YiupM1eC8l6iSKKDIzcHMmFiHCVhfTaNsWzo0fYGbjJCekVvSlRY","202","43a86bd2-5dff-4e48-8958-caad66249af5","2023-07-11T09:14:28.714411+00:00",""
"WG5 Geo-AI","Interface that maps refugee camps and automatically derive locations and numbers of dwellings; automate the production of flood maps; automate damage and events detection over large geographic areas of interest","Disaster Risk Management","Situational awareness/actionable information gathering","validation","mitigation","Artificial Intelligence,Computer Vision,Data Collection","Various","Global","Global","Global","UN Open GIS Initiative,UN Global Pulse,FAO and Politecnico di Milano","UN Open GIS Initiative","Spatial Data","SDG 13,SDG 16","2022","http://unopengis.org/unopengis/pages/page01.php","https://lh3.googleusercontent.com/arfnQTkOmz2y7QskoxyiU6Do8Z8LApTYgFCAkSQyx7rbJWQdlXlUQKZIPMJFPbBWZj2VZK9gKBoOVm6HdPZ8YiupM1eC8l6iSKKDIzcHMmFiHCVhfTaNsWzo0fYGbjJCekVvSlRY","203","55824d01-75a4-42cd-9c2f-9353907a43d6","2023-07-11T09:14:28.714411+00:00",""
"WG5 Geo-AI","Interface that maps refugee camps and automatically derive locations and numbers of dwellings; automate the production of flood maps; automate damage and events detection over large geographic areas of interest","Disaster Risk Management","Situational awareness/actionable information gathering","validation","recovery","Artificial Intelligence,Computer Vision,Data Collection","Various","Global","Global","Global","UN Open GIS Initiative,UN Global Pulse,FAO and Politecnico di Milano","UN Open GIS Initiative","Spatial Data","SDG 13,SDG 16","2023","http://unopengis.org/unopengis/pages/page01.php","https://lh3.googleusercontent.com/arfnQTkOmz2y7QskoxyiU6Do8Z8LApTYgFCAkSQyx7rbJWQdlXlUQKZIPMJFPbBWZj2VZK9gKBoOVm6HdPZ8YiupM1eC8l6iSKKDIzcHMmFiHCVhfTaNsWzo0fYGbjJCekVvSlRY","204","edac6130-7c42-4752-b743-e716a30c6b1e","2023-07-11T09:14:28.714411+00:00",""
"Monsoon Overflow","The mobile app collects data including geotagged image from the public, about critical infrastructure damage caused due to flood; assesses the extent of damage in Critical Infrastructure using satellite pre flood and during/post flood images","Disaster Management","Damage and loss assessment","prototype","response","Mobile App","Floods","Global","Global","Global","NASA","None","Spatial Data,User Data","SDG 3","2020","https://pranavspandya.users.earthengine.app/view/sentinel-flood-damage-assessement","https://upload.wikimedia.org/wikipedia/commons/a/a0/Space_Apps_Logo_White.png","205","0e0fb888-94d0-49ec-8160-804f7be5841f","2023-07-11T09:14:28.714411+00:00",""
"Monsoon Overflow","The mobile app collects data including geotagged image from the public, about critical infrastructure damage caused due to flood; assesses the extent of damage in Critical Infrastructure using satellite pre flood and during/post flood images","Disaster Management","Damage and loss assessment","prototype","mitigation","Mobile App","Floods","Global","Global","Global","NASA","None","Spatial Data,User Data","SDG 3","2021","https://pranavspandya.users.earthengine.app/view/sentinel-flood-damage-assessement","https://upload.wikimedia.org/wikipedia/commons/a/a0/Space_Apps_Logo_White.png","206","747414e5-95fc-4525-96f0-5e9c8db0e565","2023-07-11T09:14:28.714411+00:00",""
"HYDRA","Web map visualization tool that integrates data from various sources to help humanitarian aid workers to identify the most vulnerable populations to floods","Disaster Mitigation","Disaster Relief logistic/resource allocation ","idea","preparedness","Web Mapping","Floods","Global","Global","Global","NASA","None","Spatial Data,Big Data","SDG 13","2019","https://www.figma.com/proto/usED1FRZPmXHB6e7WkD9h6/Untitled?node-id=1%3A86&viewport=-184%2C434%2C0.18431346118450165&scaling=min-zoom","https://upload.wikimedia.org/wikipedia/commons/a/a0/Space_Apps_Logo_White.png","207","a360ef32-83f8-47aa-b9d3-e2857976f202","2023-07-11T09:14:28.714411+00:00",""
"HYDRA","Web map visualization tool that integrates data from various sources to help humanitarian aid workers to identify the most vulnerable populations to floods","Disaster Mitigation","Disaster Relief logistic/resource allocation ","idea","response","Web Mapping","Floods","Global","Global","Global","NASA","None","Spatial Data,Big Data","SDG 13","2020","https://www.figma.com/proto/usED1FRZPmXHB6e7WkD9h6/Untitled?node-id=1%3A86&viewport=-184%2C434%2C0.18431346118450165&scaling=min-zoom","https://upload.wikimedia.org/wikipedia/commons/a/a0/Space_Apps_Logo_White.png","208","8420381b-37c5-404e-8b21-ce40201519df","2023-07-11T09:14:28.714411+00:00",""
"HYDRA","Web map visualization tool that integrates data from various sources to help humanitarian aid workers to identify the most vulnerable populations to floods","Disaster Mitigation","Disaster Relief logistic/resource allocation ","idea","mitigation","Web Mapping","Floods","Global","Global","Global","NASA","None","Spatial Data,Big Data","SDG 13","2021","https://www.figma.com/proto/usED1FRZPmXHB6e7WkD9h6/Untitled?node-id=1%3A86&viewport=-184%2C434%2C0.18431346118450165&scaling=min-zoom","https://upload.wikimedia.org/wikipedia/commons/a/a0/Space_Apps_Logo_White.png","209","903b8d06-f0e7-4c76-9d79-b0cf153b32fd","2023-07-11T09:14:28.714411+00:00",""
"HYDRA","Web map visualization tool that integrates data from various sources to help humanitarian aid workers to identify the most vulnerable populations to floods","Disaster Mitigation","Disaster Relief logistic/resource allocation ","idea","recovery","Web Mapping","Floods","Global","Global","Global","NASA","None","Spatial Data,Big Data","SDG 13","2022","https://www.figma.com/proto/usED1FRZPmXHB6e7WkD9h6/Untitled?node-id=1%3A86&viewport=-184%2C434%2C0.18431346118450165&scaling=min-zoom","https://upload.wikimedia.org/wikipedia/commons/a/a0/Space_Apps_Logo_White.png","210","01682126-aa5c-4b89-b16e-8ef9cf559ee4","2023-07-11T09:14:28.714411+00:00",""
"SKAI Platform","A lack of on-the-ground information at the start of a humanitarian crisis is a major obstacle to a quick, effective response. The WFP partnered with Google Research to set up the SKAI platform. Skai (formerly known as RUDA) uses Artificial Intelligence (AI) and satellites to help WFP reduce the amount of time needed to understand the impact of disasters. By using Artificial Intelligence (AI) to analyze images provided by satellites, WFP can respond to emergencies without the delays and logistics obstacles associated with a traditional response. Skai dramatically speeds up the process of determining what has happened, what to expect on the ground, and help define the kind of support that is required.  ","Disaster Risk Management","Disaster Relief logistic/resource allocation ","production","mitigation","Artificial Intelligence,Machine Learning,Geographical Information Systems","Various","Global","Global","Global","Google Research","WFP","Spatial Data","SDG 13","2021","https://wfpinnovation.medium.com/the-skai-isnt-the-limit-how-wfp-uses-satellite-imagery-and-machine-learning-in-emergencies-b5c866ace186 ","https://miro.medium.com/max/1400/0*nvO60Aq7ny2r1Gwu","211","f0beb067-632e-44fc-942f-de32f677a5d1","2023-07-11T10:26:58.344131+00:00",""
"Bududa Land slides","Land slides in western Uganda have devastated the areas of Bududa","Environment","Damage and loss assessment","validation","recovery","Machine Learning,Mobile App","Climate Change","","","Uganda","Center for Effective Global Action (CEGA)","DRR,ITU,Innovation and Sustainable Development","Sensor Data","SDG 3,SDG 5","2020","https://images.unsplash.com/photo-1491921125492-f0b9c835b699?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=687&q=80","https://images.unsplash.com/photo-1491921125492-f0b9c835b699?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=687&q=80","214","0a6fd2b6-5eb2-401a-bb62-8d6dcace70d2","2023-07-17T08:24:51.60311+00:00",""
"Corrupti cumque eli","Rerum labore aut cup","","Disaster Relief logistic/resource allocation","idea","response","Application Programming Interface","Landslide","Asia","Western Asia","Armenia","AI for Good award (AWS)","FAO","Big Data","SDG 2,SDG 3","27-Nov-2002","Fuga Aut mollit con","Exercitationem cum n","215","7986e792-d902-4b59-aaf6-825913b0f39c","2023-07-18T11:00:25.691676+00:00",""
"Bududa landslides","Ut voluptatum omnis ","Biodiversity,Clean water,Climate","damage result, Damage and loss assessment","idea","response","Application Programming Interface,Artificial Intelligence","Landslide","Americas,Asia","South America,Western Asia,Southern Asia","Argentina,Armenia,Bangladesh","AI for Good award (AWS),AEPW","DRR,FAO,ITU","Mobile Network Data,Big Data,Numerical Data","SDG 1,SDG 2,SDG 3","10-Aug-1972","Quos hic eum lorem o","Dolores voluptates t","216","876789d1-8f62-4ba4-a935-c0c01a178614","2023-07-18T11:07:59.700009+00:00",""
